job_title,job_country,job_city,job_category,job_responsibility,job_available
30,PCG04-腾讯看点高级测试开发工程师（深圳）,中国,深圳,技术,"负责参与腾讯信息流业务的后台或移动端，从需求到发布的全流程质量保证工作，并持续提升研发效率。
工作内容包括且不限于如下： 分析业务需求的合理性、架构合理性、可测性；结合业务现状制定测试策略，有针对地在包括codereview、白盒自动化、协议自动化、端到端自动化等在内的不同测试手段中灵活地选择最有效优质的方案；负责分析业务功能及性能等维度的测试工具及自动化诉求，并通过引入或自己实现完成落地，加速研发效率提升；负责量化业务质量风险、问题，并跟踪分析，完成闭环；负责了解业界先进方法、工具、理念，并引进落地。
",True
31,PCG04-互动视频测试开发工程师（深圳）,中国,深圳,技术,"1、负责NOW直播和腾讯直播中台业务的质量保障工作； 
2、负责业务前后台自动化（如接口自动化，分层自动化）建设工作；
3、负责业务测试过程中devops工具链的建设。
",True
32,WXG07-154 微信广研-测试开发工程师（广州）,中国,广州,技术,"负责微盘，微文档，QQ邮箱等产品的测试工作，优化软件开发周期，推动内建的产品质量；
参与设计开发测试相关工具和平台，帮助团队提升测试效率和质量；
负责测试方法和工具创新等。",True
33,WXG02-116 微信测试开发工程师（广州/深圳）,中国,广州,技术,"测试大规模软件项目（比如微信），并开发测试工具； 
设计具有高度扩展性、可靠性强、与高性能的测试框架； 
优化软件开发周期，提高产品质量，推动内建的产品质量； 
测试方法/工具的创新。",True
34,25927-IOS高级测试开发工程师,中国,上海,技术,"负责IOS手机云化，搭建云测试平台，参与设计与开发; 
负责IOS云化过程中疑难问题的攻坚; 
负责用户的技术问题支持; ",True
35,WXG10-116 企业微信测试开发工程师（深圳）,中国,深圳,技术,"负责企业微信产品的各项专项测试，评估特性潜在性能瓶颈和风险，设计和执行专项测试方案；
负责设计并开发测试相关工具和平台，帮助团队提升测试效率和质量。",True
36,WXG02-116 微信测试开发工程师（广州/深圳）,中国,深圳,技术,"测试大规模软件项目（比如微信），并开发测试工具； 
设计具有高度扩展性、可靠性强、与高性能的测试框架； 
优化软件开发周期，提高产品质量，推动内建的产品质量； 
测试方法/工具的创新。",True
37,18425-跨境业务测试开发工程师（深圳）,中国,深圳,技术,"负责腾讯跨境业务的测试工作
负责后台接口自动化测试以及自动化测试体系的建设；
承担安全、性能、可靠性、兼容性等专项测试工作；
参与测试工具及平台开发，推动研发流程优化，提升研发效能；
参与研究与探索前沿测试技术，辅助提升质量和效率。",True
38,20016-天美手游高级测试开发工程师（上海）,中国,上海,技术,"负责移动游戏产品的测试工作，包括功能、专项测试（包括前后台性能、安全测试、弱网络测试等）的执行和测试工具的开发；
负责根据项目需求制定测试计划，组织设计测试用例并进行产品测试，整体把控项目质量，并不断优化测试效率和提高测试质量；
负责与产品经理和开发人员就项目需求、进度等问题进行沟通，优化、提高团队与项目组之间的良好沟通渠道；
负责自动化测试工具及专项测试工具的开发。",True
39,25927-测试开发工程师,中国,深圳,技术,"负责平台类软件的测试开发工作； 
负责平台组件的接口测试、单元测试工作； 
能够在关键技术上给予团队技术指引和支持； 
按时完成安排的后台或者移动端测试开发任务； 
负责与项目组之间的协调，推动工作，帮助项目组推动整个项目质量提升。
",True
